rank,game_id,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,model,start_time,start_time_pt,timestamp,date
2,261568,Nuggets vs Warriors,Under 235.5,-105,2,85,"Market leans over at -115, making the -105 under a favorable contrarian position at this total.",118-112,0,0,0,0,0,1,-207,171,,235.5,-115,-105,-5.5,-110,5.5,-110,perplexity,2025-11-08T03:00:00.000Z,2025-11-07 19:00:00-08:00,,2025-11-07
3,261743,Suns vs Clippers,Under 224.5,-110,2,84,"Over interest is heavy yet the book holds 224.5 with symmetrical pricing, supporting the under.",112-108,0,0,0,0,0,1,-155,130,,224.5,-110,-110,-3.5,-105,3.5,-115,perplexity,2025-11-07T02:00:00.000Z,2025-11-06 18:00:00-08:00,,2025-11-06
4,261565,Heat vs Hornets,Under 238.5,-109,2,83,Elevated total with majority over exposure and a shaded -109 under offers value.,122-109,0,0,0,0,0,1,-265,215,,238.5,-115,-109,-6.5,-110,6.5,-110,perplexity,2025-11-08T01:00:00.000Z,2025-11-07 17:00:00-08:00,,2025-11-07
5,261563,Nets vs Pistons,Pistons -8.5,-110,2,82,Away favorite -8.5 at -110 against a home dog drawing attention fits the spread profile.,104-116,0,0,1,0,0,0,275,-345,,228.5,-105,-115,8.5,-110,-8.5,-110,perplexity,2025-11-08T00:30:00.000Z,2025-11-07 16:30:00-08:00,,2025-11-07
6,261567,Bucks vs Bulls,Under 242.5,-109,2,81,Public leans over while -109 under at this high total presents a better side.,121-112,0,0,0,0,0,1,-192,160,,242.5,-105,-109,-4.5,-110,4.5,-110,perplexity,2025-11-08T01:00:00.000Z,2025-11-07 17:00:00-08:00,,2025-11-07
7,261562,Hawks vs Raptors,Under 234.5,-115,2,80,"Totals market tilted over yet the book prices the under -115, indicating value on the under.",116-112,0,0,0,0,0,1,102,-122,,234.5,-105,-115,1.5,-110,-1.5,-110,perplexity,2025-11-08T00:30:00.000Z,2025-11-07 16:30:00-08:00,,2025-11-07
8,261561,Spurs vs Rockets,Rockets -2.0,-110,1,79,Road favorite -2.0 at standard juice with home interest on the dog creates an away spread edge.,112-116,0,0,1,0,0,0,110,-130,,226.5,-110,-110,2.0,-110,-2.0,-110,perplexity,2025-11-08T00:30:00.000Z,2025-11-07 16:30:00-08:00,,2025-11-07
1,261564,Timberwolves vs Jazz,Timberwolves -12.5,-115,2,86,"Home is favored with home_spread_last -12.5 and home_spread_odds_last -115, matching the moneyline edge at home_money_line_last -774.",125-108,1,0,0,0,0,0,-774,500,,230.5,-115,-105,-12.5,-115,12.5,-105,perplexity,2025-11-08T01:00:00.000Z,2025-11-07 17:00:00-08:00,2025-11-07 15:15:00+00:00,2025-11-07
2,261559,Wizards vs Cavaliers,Cavaliers -13.5,-110,2,85,Away favorite aligns with away_spread_last -13.5 at -110 and away_money_line_last -750 against a big home dog.,109-125,0,0,1,0,0,0,540,-750,,236.5,-111,-110,13.5,-110,-13.5,-110,perplexity,2025-11-08T00:00:00.000Z,2025-11-07 16:00:00-08:00,2025-11-07 15:15:00+00:00,2025-11-07
3,261563,Nets vs Pistons,Pistons -10.5,-110,2,84,Away_spread_last is -10.5 at -110 and away_money_line_last -410 supports laying points.,104-116,0,0,1,0,0,0,321,-410,,227.5,-115,-115,10.5,-110,-10.5,-110,perplexity,2025-11-08T00:30:00.000Z,2025-11-07 16:30:00-08:00,2025-11-07 15:15:00+00:00,2025-11-07
4,261568,Nuggets vs Warriors,Under 229.5,-110,2,83,"Total_score_last is 229.5 with symmetrical -110/-110, making the under a value lean at this number.",118-110,0,0,0,0,0,1,-322,260,,229.5,-110,-110,-7.5,-110,7.5,-110,perplexity,2025-11-08T03:00:00.000Z,2025-11-07 19:00:00-08:00,2025-11-07 15:15:00+00:00,2025-11-07
5,261565,Heat vs Hornets,Under 242.5,-110,2,82,Elevated total_score_last 242.5 with under_odds_last -110 offers downside value.,121-110,0,0,0,0,0,1,-217,181,,242.5,-105,-110,-5.5,-115,5.5,-105,perplexity,2025-11-08T01:00:00.000Z,2025-11-07 17:00:00-08:00,2025-11-07 15:15:00+00:00,2025-11-07
6,261567,Bucks vs Bulls,Under 241.5,-105,2,81,High total_score_last 241.5 priced -105 to the under presents reduced juice.,120-112,0,0,0,0,0,1,-166,142,,241.5,-115,-105,-3.5,-115,3.5,-105,perplexity,2025-11-08T01:00:00.000Z,2025-11-07 17:00:00-08:00,2025-11-07 15:15:00+00:00,2025-11-07
7,261562,Hawks vs Raptors,Raptors -1.5,105,1,79,Away_spread_last is -1.5 with away_spread_odds_last 105 and away_money_line_last -115 indicating slight road favoritism.,112-115,0,0,1,0,0,0,-105,-115,,234.5,-105,-110,1.5,-118,-1.5,105,perplexity,2025-11-08T00:30:00.000Z,2025-11-07 16:30:00-08:00,2025-11-07 15:15:00+00:00,2025-11-07
8,261561,Spurs vs Rockets,Rockets -2.5,-115,1,78,Away_spread_last -2.5 at -115 matches away_money_line_last -134 for the road favorite.,110-114,0,0,1,0,0,0,114,-134,,223.5,-115,-110,2.5,-105,-2.5,-115,perplexity,2025-11-08T00:30:00.000Z,2025-11-07 16:30:00-08:00,2025-11-07 15:15:00+00:00,2025-11-07
1,261563,Nets vs Pistons,Pistons -10.5,-110,3,92,"Pistons showing strong form, Nets struggling badly. Historical success with Pistons spreads. This line is beatable.",118-105,0,0,1,0,0,0,321,-410,,227.5,-115,-115,10.5,-110,-10.5,-110,claude,2025-11-08T00:30:00.000Z,2025-11-07 16:30:00-08:00,2025-11-07 19:00:00+00:00,2025-11-07
2,261564,Timberwolves vs Jazz,Timberwolves -12.5,-115,3,90,"Wolves dominant at home, Jazz in freefall. Large spread justified by talent gap.",121-106,1,0,0,0,0,0,-774,500,,230.5,-115,-105,-12.5,-115,12.5,-105,claude,2025-11-08T01:00:00.000Z,2025-11-07 17:00:00-08:00,2025-11-07 19:00:00+00:00,2025-11-07
3,261569,Kings vs Thunder,Thunder -9.5,-115,3,88,"Thunder rolling, Kings inconsistent. Historical Thunder covers have been profitable.",124-112,0,0,1,0,0,0,367,-500,,228.5,-110,-110,9.5,-105,-9.5,-115,claude,2025-11-08T03:00:00.000Z,2025-11-07 19:00:00-08:00,2025-11-07 19:00:00+00:00,2025-11-07
4,261565,Heat vs Hornets,Heat -5.5,-115,2,85,Heat at home with revenge factor. Hornets defense is porous. Line moved in our favor.,118-109,1,0,0,0,0,0,-217,181,,242.5,-105,-110,-5.5,-115,5.5,-105,claude,2025-11-08T01:00:00.000Z,2025-11-07 17:00:00-08:00,2025-11-07 19:00:00+00:00,2025-11-07
5,261561,Spurs vs Rockets,Rockets -2.5,-115,2,82,Rockets home strength vs Spurs road struggles. Small spread for quality gap.,116-112,0,0,1,0,0,0,114,-134,,223.5,-115,-110,2.5,-105,-2.5,-115,claude,2025-11-08T00:30:00.000Z,2025-11-07 16:30:00-08:00,2025-11-07 19:00:00+00:00,2025-11-07
6,261568,Nuggets vs Warriors,Warriors +7.5,-110,2,80,Warriors catching points as underdog with quality roster. Line inflated on Nuggets home court.,118-113,0,0,1,0,0,0,-322,260,,229.5,-110,-110,-7.5,-110,7.5,-110,claude,2025-11-08T03:00:00.000Z,2025-11-07 19:00:00-08:00,2025-11-07 19:00:00+00:00,2025-11-07
7,261566,Grizzlies vs Mavericks,Mavericks +3.5,-105,2,78,"Mavericks finding rhythm, getting points on road. Historical success with Mavs spreads.",115-113,0,0,1,0,0,0,-174,145,,229.5,-114,-110,-3.5,-115,3.5,-105,claude,2025-11-08T01:00:00.000Z,2025-11-07 17:00:00-08:00,2025-11-07 19:00:00+00:00,2025-11-07
8,261567,Bucks vs Bulls,Under 241.5,-115,1,75,Both teams have defensive capability. Total seems inflated based on recent trends.,119-115,0,0,0,0,0,1,-166,142,,241.5,-115,-105,-3.5,-115,3.5,-105,claude,2025-11-08T01:00:00.000Z,2025-11-07 17:00:00-08:00,2025-11-07 19:00:00+00:00,2025-11-07
1,261747,Spurs vs Pelicans,Spurs -10.5,-112,3,92,"Spurs dominant at home, Pelicans struggling. Large spread justified by talent gap and form. Historical success with strong home favorites.",122-108,1,0,0,0,0,0,-575,405,,224.5,-110,-110,-10.5,-112,10.5,-108,claude,2025-11-09T01:00:00.000Z,2025-11-08 17:00:00-08:00,2025-11-08 19:00:00+00:00,2025-11-08
2,261746,Cavaliers vs Bulls,Cavaliers -8.5,-110,3,90,"Cavaliers undefeated, Bulls inconsistent on road. Historical pattern shows strong favorites covering at home.",124-112,1,0,0,0,0,0,-345,280,,240.0,-110,-110,-8.5,-110,8.5,-110,claude,2025-11-09T01:00:00.000Z,2025-11-08 17:00:00-08:00,2025-11-08 19:00:00+00:00,2025-11-08
3,261750,Nuggets vs Pacers,Nuggets -12.0,-110,3,88,Nuggets home dominance vs Pacers road struggles. Large spread backed by talent differential.,126-111,1,0,0,0,0,0,-600,440,,235.5,-110,-110,-12.0,-110,12.0,-110,claude,2025-11-09T02:00:00.000Z,2025-11-08 18:00:00-08:00,2025-11-08 19:00:00+00:00,2025-11-08
4,261749,Hawks vs Lakers,Lakers -3.5,-115,2,85,"Lakers strong road team, Hawks defensive issues. Public heavily on Lakers but line value remains.",118-113,0,0,1,0,0,0,140,-165,,230.5,-114,-110,3.5,-105,-3.5,-115,claude,2025-11-09T01:00:00.000Z,2025-11-08 17:00:00-08:00,2025-11-08 19:00:00+00:00,2025-11-08
5,261745,76ers vs Raptors,76ers -5.5,-108,2,82,76ers home strength vs struggling Raptors. Manageable spread for quality gap.,121-113,1,0,0,0,0,0,-191,165,,236.5,-111,-110,-5.5,-108,5.5,-112,claude,2025-11-09T00:30:00.000Z,2025-11-08 16:30:00-08:00,2025-11-08 19:00:00+00:00,2025-11-08
6,261751,Clippers vs Suns,Clippers -5.5,-105,2,80,"Clippers home court advantage, Suns road struggles continue. Line movement favors home team.",117-110,1,0,0,0,0,0,-202,168,,227.5,-110,-110,-5.5,-105,5.5,-115,claude,2025-11-09T03:30:00.000Z,2025-11-08 19:30:00-08:00,2025-11-08 19:00:00+00:00,2025-11-08
7,261748,Heat vs Trail Blazers,Trail Blazers +3.5,-110,2,78,"Blazers competitive as underdogs recently. Heat overvalued at home, small spread offers value.",115-113,0,0,1,0,0,0,137,-162,,241.5,-105,-110,3.5,-110,-3.5,-110,claude,2025-11-09T01:00:00.000Z,2025-11-08 17:00:00-08:00,2025-11-08 19:00:00+00:00,2025-11-08
8,261744,Wizards vs Mavericks,Mavericks -4.5,-109,1,75,"Mavericks finding rhythm, Wizards weak at home. Road favorite with value.",118-112,0,0,1,0,0,0,154,-185,,229.5,-115,-114,4.5,-112,-4.5,-109,claude,2025-11-09T00:00:00.000Z,2025-11-08 16:00:00-08:00,2025-11-08 19:00:00+00:00,2025-11-08
3,261753,Knicks vs Nets,Knicks -15.5,-110,3,88,Massive talent gap. Nets worst team in NBA. Similar to Thunder -15.5 that crushed. Historical precedent with large spreads on elite vs weak teams.,125-107,1,0,0,0,0,0,-950,625,,229.5,-109,-112,-15.5,-110,15.5,-110,claude,2025-11-09T23:00:00.000Z,2025-11-09 15:00:00-08:00,2025-11-08 20:00:00+00:00,2025-11-09
4,261745,76ers vs Raptors,76ers -5.5,-105,2,85,"76ers strong at home, Raptors road struggles continue. Line movement toward Philly shows sharp confidence. Manageable spread.",119-111,1,0,0,0,0,0,-199,170,,236.5,-112,-108,-5.5,-105,5.5,-115,claude,2025-11-09T00:30:00.000Z,2025-11-08 16:30:00-08:00,2025-11-08 20:00:00+00:00,2025-11-08
5,261750,Nuggets vs Pacers,Nuggets -10.5,-110,2,82,"Nuggets home dominance vs Pacers road issues. Line moved from -12 to -10.5, value on shortened number.",124-111,1,0,0,0,0,0,-524,380,,236.5,-110,-110,-10.5,-110,10.5,-110,claude,2025-11-09T02:00:00.000Z,2025-11-08 18:00:00-08:00,2025-11-08 20:00:00+00:00,2025-11-08
7,261749,Hawks vs Lakers,Lakers -4.5,-112,2,78,"Lakers strong road team, Hawks defensive issues at home. Line moved from -3.5 to -4.5 on sharp action.",117-111,0,0,1,0,0,0,160,-191,,229.5,-105,-110,4.5,-108,-4.5,-112,claude,2025-11-09T01:00:00.000Z,2025-11-08 17:00:00-08:00,2025-11-08 20:00:00+00:00,2025-11-08
8,261752,Bucks vs Rockets,Rockets -3.5,-112,1,75,"Rockets home dominance vs Bucks road struggles. Early line, value present on home favorite.",115-110,0,0,1,0,0,0,140,-165,,231.5,-110,-110,3.5,-108,-3.5,-112,claude,2025-11-09T20:30:00.000Z,2025-11-09 12:30:00-08:00,2025-11-08 20:00:00+00:00,2025-11-09
1,261751,Clippers vs Suns,Clippers -5.5,-105,2,87,Home_spread_last -5.5 at -105 with home_money_line_last -202 confirms the home favorite at reduced juice.,116-108,1,0,0,0,0,0,-202,168,,227.5,-110,-110,-5.5,-105,5.5,-115,perplexity,2025-11-09T03:30:00.000Z,2025-11-08 19:30:00-08:00,2025-11-08 15:23:00+00:00,2025-11-08
2,261750,Nuggets vs Pacers,Nuggets -12.0,-110,2,86,Home_spread_last -12.0 and home_money_line_last -600 indicate a strong home edge to lay double digits.,126-108,1,0,0,0,0,0,-600,440,,235.5,-110,-110,-12.0,-110,12.0,-110,perplexity,2025-11-09T02:00:00.000Z,2025-11-08 18:00:00-08:00,2025-11-08 15:23:00+00:00,2025-11-08
3,261746,Cavaliers vs Bulls,Under 240.0,-110,2,85,Total_score_last 240.0 with even -110/-110 pricing favors an under lean at a high threshold.,119-112,0,0,0,0,0,1,-345,280,,240.0,-110,-110,-8.5,-110,8.5,-110,perplexity,2025-11-09T01:00:00.000Z,2025-11-08 17:00:00-08:00,2025-11-08 15:23:00+00:00,2025-11-08
4,261745,76ers vs Raptors,76ers -5.5,-108,2,84,Home_spread_last -5.5 at -108 aligns with home_money_line_last -191 for the favorite.,121-112,1,0,0,0,0,0,-191,165,,236.5,-111,-110,-5.5,-108,5.5,-112,perplexity,2025-11-09T00:30:00.000Z,2025-11-08 16:30:00-08:00,2025-11-08 15:23:00+00:00,2025-11-08
5,261744,Wizards vs Mavericks,Mavericks -4.5,-109,2,83,Away_spread_last -4.5 at -109 and away_money_line_last -185 back the road favorite.,112-120,0,0,1,0,0,0,154,-185,,229.5,-115,-114,4.5,-112,-4.5,-109,perplexity,2025-11-09T00:00:00.000Z,2025-11-08 16:00:00-08:00,2025-11-08 15:23:00+00:00,2025-11-08
6,261748,Heat vs Trail Blazers,Under 241.5,-110,2,82,Total_score_last 241.5 with under_odds_last -110 supports a position against an elevated total.,119-112,0,0,0,0,0,1,137,-162,,241.5,-105,-110,3.5,-110,-3.5,-110,perplexity,2025-11-09T01:00:00.000Z,2025-11-08 17:00:00-08:00,2025-11-08 15:23:00+00:00,2025-11-08
7,261747,Spurs vs Pelicans,Under 224.5,-110,2,81,Symmetric -110 with total_score_last 224.5 keeps value on the under at this number.,118-104,0,0,0,0,0,1,-575,405,,224.5,-110,-110,-10.5,-112,10.5,-108,perplexity,2025-11-09T01:00:00.000Z,2025-11-08 17:00:00-08:00,2025-11-08 15:23:00+00:00,2025-11-08
1,261753,Knicks vs Nets,Knicks -15.5,-110,2,86,Home_spread_last -15.5 with -110 and home_money_line_last -950 indicate strong home chalk.,125-102,1,0,0,0,0,0,-950,625,,229.5,-109,-112,-15.5,-110,15.5,-110,perplexity,2025-11-09T23:00:00.000Z,2025-11-09 15:00:00-08:00,2025-11-08 23:10:00+00:00,2025-11-09
2,261751,Clippers vs Suns,Clippers -5.5,-105,2,85,Home -5.5 at -105 aligns with home_money_line_last -205.,116-108,1,0,0,0,0,0,-205,170,,227.5,-115,-110,-5.5,-105,5.5,-115,perplexity,2025-11-09T03:30:00.000Z,2025-11-08 19:30:00-08:00,2025-11-08 23:10:00+00:00,2025-11-08
3,261750,Nuggets vs Pacers,Nuggets -10.5,-110,2,85,Home_spread_last -10.5 and -110 juice match home_money_line_last -524.,126-108,1,0,0,0,0,0,-524,380,,236.5,-110,-110,-10.5,-110,10.5,-110,perplexity,2025-11-09T02:00:00.000Z,2025-11-08 18:00:00-08:00,2025-11-08 23:10:00+00:00,2025-11-08
4,261754,Grizzlies vs Thunder,Thunder -10.5,-110,2,84,Road favorite with away_spread_last -10.5 at -110 and away_money_line_last -520.,105-120,0,0,1,0,0,0,390,-520,,233.5,-110,-110,10.5,-110,-10.5,-110,perplexity,2025-11-09T23:00:00.000Z,2025-11-09 15:00:00-08:00,2025-11-08 23:10:00+00:00,2025-11-09
5,261745,76ers vs Raptors,76ers -5.5,-105,2,83,Home_spread_last -5.5 at -105 with home_money_line_last -199.,121-112,1,0,0,0,0,0,-199,170,,236.5,-112,-108,-5.5,-105,5.5,-115,perplexity,2025-11-09T00:30:00.000Z,2025-11-08 16:30:00-08:00,2025-11-08 23:10:00+00:00,2025-11-08
6,261744,Wizards vs Mavericks,Mavericks -4.5,-109,2,82,Away_spread_last -4.5 at -109 matches away_money_line_last -168.,110-118,0,0,1,0,0,0,141,-168,,232.5,-112,-105,4.5,-109,-4.5,-114,perplexity,2025-11-09T00:00:00.000Z,2025-11-08 16:00:00-08:00,2025-11-08 23:10:00+00:00,2025-11-08
7,261746,Cavaliers vs Bulls,Cavaliers -8.5,-105,2,82,Home_spread_last -8.5 at -105 with home_money_line_last -347.,121-109,1,0,0,0,0,0,-347,280,,239.5,-105,-110,-8.5,-105,8.5,-115,perplexity,2025-11-09T01:00:00.000Z,2025-11-08 17:00:00-08:00,2025-11-08 23:10:00+00:00,2025-11-08
8,261748,Heat vs Trail Blazers,Under 241.5,-110,2,81,Total_score_last 241.5 with under_odds_last -110 favors a position under a lofty number.,119-112,0,0,0,0,0,1,140,-167,,241.5,-110,-110,3.5,-105,-3.5,-115,perplexity,2025-11-09T01:00:00.000Z,2025-11-08 17:00:00-08:00,2025-11-08 23:10:00+00:00,2025-11-08
1,261757,Warriors vs Pacers,Warriors -12.5,-110,3,92,Warriors at home vs struggling Pacers. Massive talent gap. Sharp money heavily on Warriors.,125-109,1,0,0,0,0,0,-724,482,,229.5,-105,-115,-12.5,-110,12.5,-110,claude,2025-11-10T01:30:00.000Z,2025-11-09 17:30:00-08:00,2025-11-09 20:30:00+00:00,2025-11-09
2,261753,Knicks vs Nets,Knicks -15.5,-110,3,90,Elite vs worst team in NBA. Nets on back-to-back. Knicks dominant at home. Extreme mismatch.,124-106,1,0,0,0,0,0,-1200,750,,228.0,-110,-110,-15.5,-110,15.5,-110,claude,2025-11-09T23:00:00.000Z,2025-11-09 15:00:00-08:00,2025-11-09 20:30:00+00:00,2025-11-09
3,261755,Magic vs Celtics,Celtics +3.5,-110,3,88,Quality road favorite getting points. Celtics strong on road. Value on plus number.,113-116,0,0,1,0,0,0,-162,136,,227.5,-110,-110,-3.5,-110,3.5,-110,claude,2025-11-09T23:00:00.000Z,2025-11-09 15:00:00-08:00,2025-11-09 20:30:00+00:00,2025-11-09
4,261754,Grizzlies vs Thunder,Thunder -10.5,-115,2,85,"Thunder rolling, Grizzlies on back-to-back. Historical success with Thunder large spreads.",107-122,0,0,1,0,0,0,390,-522,,232.5,-110,-110,10.5,-105,-10.5,-115,claude,2025-11-09T23:00:00.000Z,2025-11-09 15:00:00-08:00,2025-11-09 20:30:00+00:00,2025-11-09
5,261758,Kings vs Timberwolves,Timberwolves -5.5,-105,2,82,"Wolves strong road team, Kings home struggles. Sharp money on Minnesota.",115-123,0,0,1,0,0,0,180,-219,,235.5,-115,-110,5.5,-115,-5.5,-105,claude,2025-11-10T02:00:00.000Z,2025-11-09 18:00:00-08:00,2025-11-09 20:30:00+00:00,2025-11-09
6,261752,Bucks vs Rockets,Rockets -4.5,-108,2,80,Rockets home dominance vs Bucks road issues. Line movement toward Houston.,111-118,0,0,1,0,0,0,145,-173,,232.0,-110,-110,4.5,-112,-4.5,-108,claude,2025-11-09T20:30:00.000Z,2025-11-09 12:30:00-08:00,2025-11-09 20:30:00+00:00,2025-11-09
7,261757,Warriors vs Pacers,Under 229.5,-115,1,75,"Warriors elite defense at home, Pacers struggle offensively on road.",125-109,0,0,0,0,0,1,-724,482,,229.5,-105,-115,-12.5,-110,12.5,-110,claude,2025-11-10T01:30:00.000Z,2025-11-09 17:30:00-08:00,2025-11-09 20:30:00+00:00,2025-11-09
2,261757,Warriors vs Pacers,Warriors -12.5,-110,2,86,Home_spread_last -12.5 at -110 aligns with home favoritism at home_money_line_last -724.,121-106,1,0,0,0,0,0,-724,482,,229.5,-105,-115,-12.5,-110,12.5,-110,perplexity,2025-11-10T01:30:00.000Z,2025-11-09 17:30:00-08:00,2025-11-09 15:24:00+00:00,2025-11-09
3,261758,Kings vs Timberwolves,Under 235.5,-110,2,85,Total_score_last 235.5 with symmetric -110 pricing favors the under at a high number.,116-112,0,0,0,0,0,1,-219,180,,235.5,-115,-110,5.5,-115,-5.5,-105,perplexity,2025-11-10T02:00:00.000Z,2025-11-09 18:00:00-08:00,2025-11-09 15:24:00+00:00,2025-11-09
4,261756,76ers vs Pistons,Under 232.0,-110,2,84,Total_score_last 232.0 and under_odds_last -110 provide value against modest over interest.,118-106,0,0,0,0,0,1,141,-166,,232.0,-110,-110,4.5,-115,-4.5,-105,perplexity,2025-11-10T00:30:00.000Z,2025-11-09 16:30:00-08:00,2025-11-09 15:24:00+00:00,2025-11-09
5,261755,Magic vs Celtics,Magic -3.5,-110,2,83,Home_spread_last -3.5 at -110 alongside home_money_line_last -162 supports the home side.,117-111,1,0,0,0,0,0,-162,136,,227.5,-110,-110,-3.5,-110,3.5,-110,perplexity,2025-11-09T23:00:00.000Z,2025-11-09 15:00:00-08:00,2025-11-09 15:24:00+00:00,2025-11-09
6,261754,Grizzlies vs Thunder,Under 232.5,-110,2,81,Total_score_last 232.5 with balanced -110 odds supports an under lean.,109-116,0,0,0,0,0,1,390,-522,,232.5,-110,-110,10.5,-105,-10.5,-115,perplexity,2025-11-09T23:00:00.000Z,2025-11-09 15:00:00-08:00,2025-11-09 15:24:00+00:00,2025-11-09
1,261765,Suns vs Pelicans,Suns -8.5,-110,2,86,Home −8.5 at −110 with home ML −347 confirms strong home chalk.,119-106,1,0,0,0,0,0,-347,285,,225.5,-115,-105,-8.5,-110,8.5,-110,perplexity,2025-11-11T02:00:00.000Z,2025-11-10 18:00:00-08:00,2025-11-10 18:16:00+00:00,2025-11-10
2,261759,Hornets vs Lakers,Lakers -8.5,-110,2,85,Away −8.5 at −110 aligns with away ML −325 vs home +270.,111-121,0,0,1,0,0,0,270,-325,,232.5,-110,-110,8.5,-110,-8.5,-110,perplexity,2025-11-11T00:00:00.000Z,2025-11-10 16:00:00-08:00,2025-11-10 18:16:00+00:00,2025-11-10
3,261766,Jazz vs Timberwolves,Timberwolves -7.5,-110,2,84,Away −7.5 at −110 with away ML −305 indicates clear road favorite.,108-116,0,0,1,0,0,0,247,-305,,234.5,-110,-110,7.5,-110,-7.5,-110,perplexity,2025-11-11T02:00:00.000Z,2025-11-10 18:00:00-08:00,2025-11-10 18:16:00+00:00,2025-11-10
4,261767,Clippers vs Hawks,Clippers -4.5,-118,2,83,Home −4.5 at −118 and home ML −183 support laying points.,115-108,1,0,0,0,0,0,-183,154,,220.5,-110,-110,-4.5,-118,4.5,-102,perplexity,2025-11-11T03:30:00.000Z,2025-11-10 19:30:00-08:00,2025-11-10 18:16:00+00:00,2025-11-10
5,261763,Bulls vs Spurs,Under 237.0,-110,2,81,Total 237.0 with even −110/−110 supports an under lean.,118-112,0,0,0,0,0,1,147,-177,,237.0,-110,-110,4.5,-115,-4.5,-105,perplexity,2025-11-11T01:00:00.000Z,2025-11-10 17:00:00-08:00,2025-11-10 18:16:00+00:00,2025-11-10
6,261760,Magic vs Trail Blazers,Under 235.5,-105,2,80,Elevated total with reduced‑juice under at −105.,117-108,0,0,0,0,0,1,-130,110,,235.5,-115,-105,-2.5,-105,2.5,-115,perplexity,2025-11-11T00:00:00.000Z,2025-11-10 16:00:00-08:00,2025-11-10 18:16:00+00:00,2025-11-10
7,261761,Pistons vs Wizards,Pistons -11.5,-110,1,79,Home −11.5 at −110 paired with heavy home ML −650.,121-104,1,0,0,0,0,0,-650,472,,235.5,-105,-114,-11.5,-110,11.5,-110,perplexity,2025-11-11T00:00:00.000Z,2025-11-10 16:00:00-08:00,2025-11-10 18:16:00+00:00,2025-11-10
